chunk_text,mapped_symptoms,doctor_answer
"Uống thuốc viêm tuyến tiền liệt nhưng tiểu nhiều, tiểu rắt, đau không hết có nên ngưng thuốc?","polyuria, spotting_ urination","Trường hợp của em, sau khi uống thuốc 5 ngày mà không giảm, không rõ chẩn đoán viêm tuyến tiền liệt dựa vào kết quả gì. Bác sĩ khuyên em nên khám chuyên khoa nội hay ngoại tiết niệu. Bác sĩ sẽ xác định chẩn đoán và cho em siêu âm hệ tiết niệu, xét nghiệm máu, nước tiểu, thậm chí cấy nước tiểu tìm vi khuẩn và nhờ kháng sinh đồ để chọn kháng sinh thích hợp. Nếu trường hợp viêm tuyến tiền liệt thì phải điều trị kháng sinh lâu dài."
"Ngứa, đau rát mũi, gỉ mũi có máu có phải viêm mũi dị ứng?",itching,"Theo như triệu chứng xì mũi lẫn máu, khả năng bạn bị viêm mũi xoang mạn tính. Nguyên nhân viêm mũi xoang mạn tính có thể do dị ứng, do nhiễm khuẩn, nhiễm nấm, do bất thường giải phẫu,... Vì vậy bạn nên khám đúng chuyên khoa TMH để được thăm khám nội soi, xét nghiệm, chụp phim,... nhằm chẩn đoán chính xác."
"Trước khi tiêm vaccine Astrazeneca một giờ, tôi có uống một viên thuốc hạ sốt. Sau khi tiêm một ngày sau, cơ thể có bị sốt nhẹ, tôi có uống thêm một viên hạ sốt nữa. Uống thuốc như vậy, có làm giảm tác dụng của vaccine không. Hiện tại, có nhiều người lo lắng khi tiêm vaccine nên đã uống thuốc hạ sốt trước và sau khi tiêm.",mild_fever,"Hiện nay, Bộ Y tế cũng như các nhà sản xuất vaccine Covid-19 không khuyến cáo việc sử dụng uống hạ sốt trước và sau khi tiêm ngừa nếu chỉ để dự phòng triệu chứng."
Điều trị lao phổi đa kháng thuốc vẫn bị khạc đờm mỗi sáng có sao không?,phlegm,"Bệnh lao đa kháng thuốc là tình trạng vi khuẩn lao không bị tiêu diệt bởi phần lớn các loại thuốc chống lao, kể cả các loại thuốc có hiệu lực chống vi khuẩn lao mạnh như isoniazid và rifampicin.Bình thường khi mắc bệnh lao đã nguy hiểm cần phối hợp rất nhiều loại thuốc kháng sinh và thời gian điều trị tối dài thiểu cũng phải 6 tháng, nhưng khi mắc bệnh lao đa kháng thuốc thì còn nguy hiểm hơn, làm tăng tỷ lệ tử vong, khó khăn trong việc điều trị. Thuốc điều trị lao đa kháng thuốc có nhiều tác dụng phụ hơn, thời gian và chi phí chữa trị tăng lên rất nhiều.Tại Việt Nam theo thống kê là một trong những nước có tỷ lệ mắc bệnh lao đa kháng thuốc cao nhất trên thế giới và có tới hơn nửa số người mắc bệnh lao đa kháng thuốc dẫn đến tử vong.Nguyên nhân gây tính trạng lao đa kháng thuốc:Do thời gian điều trị lao kéo dài, lại thêm những tác dụng không mong muốn do thuốc chống lao gây ra làm cho người bệnh không đủ kiên trì sử dụng hết một liệu trình điều trị ít nhất 6 tháng, dẫn đến tự ý ngưng sử dụng thuốc, tạo cơ hội cho vi khuẩn lao bùng phát và kháng lại thuốc. Nhiều bệnh nhân sau khi sử dụng một thời gian cảm thấy các triệu chứng đỡ nhanh, nghĩ rằng đã khỏi bệnh nên tự ý ngưng thuốc. Nhưng thực ra vi khuẩn lao có khả năng tồn tại rất lâu.Có thể do bệnh nhân không đủ chi phí, phương tiện đi lại không thuận tiện mà không đến khám định kỳ, theo dõi tiến triển của bệnh, tác dụng phụ của thuốc...nên không phát hiện được sớm tình trạng kháng thuốc hay người bệnh dễ bỏ thuốc nếu không được theo dõi chặt.Một nguyên nhân khác có thể gặp là do bác sĩ kê đơn thuốc điều trị lao chưa đúngBiểu hiện lao đa kháng thuốc: Các triệu chứng của bệnh lao như ho, khạc đờm, sốt, mệt mỏi,... không giảm khi sử dụng thuốc kháng lao. Có thể các triệu chứng giảm đi nhưng sau một thời gian lại xuất hiện trở lại, có mức độ nặng hơn trước.Thông thường sau điều trị 2 - 3 tháng vi khuẩn lao sẽ âm tính trong đờm nhưng nếu xét nghiệm vi khuẩn lao vẫn dương tính sau 2-3 tháng điều trị thì khả năng đã mắc lao kháng thuốc.Trường hợp của cháu đã được chẩn đoán lao đa kháng thuốc, hàng tháng vẫn phải đến khám lại với bác sĩ chuyên khoa. Cháu nên đến khám lại theo hẹn để tiếp tục điều trị."
Suy giảm thị lực có phải do đau đầu hay tác dụng phụ của Topiramate?,headache,"Tình trạng nhìn mờ, suy giảm thị lực của bạn có thể do chính nguyên nhân của bệnh đau đầu gây ra hoặc do tác dụng phụ của thuốc (Topiramate). Nếu do nguyên nhân của bệnh đau đầu gây ra thì phải điều trị bệnh ổn mới giúp giảm triệu chứng nhìn mờ. Còn nếu do tác dụng phụ của thuốc thì sau khi ngưng thuốc vài ngày sẽ giảm tình trạng nhìn mờ. Bạn nên đi tái khám để bác sĩ đánh giá chính xác nguyên nhân nhìn mờ của bạn để có hướng điều trị."
"Xuất hiện dấu hiệu bệnh trầm cảm, nên làm gì?",depression,"cháu còn trẻ, cháu nên thư giãn, vì mất ngủ sẽ dẫn đến các triệu chứng kèm theo của cháu. Nếu cháu tập mà vẫn không cải thiện giấc ngủ thì lời khuyên tốt cho cháu nên đến viện để khám và tư vấn kỹ hơn nhé."
Điều trị bướu cổ cho người bị bệnh cường giáp như nào?,enlarged_thyroid,"Nếu điều kiện cho phép thì bạn cần đến khám trực tiếp với bác sĩ chuyên khoa nội tiết. Có thể bạn cần phải được siêu âm đánh giá kích thước tuyến giáp và xét nghiệm máu để đánh giá đáp ứng điều trị. Nếu là bướu cổ đơn thuần thì chức năng tuyến giáp thường không bị ảnh hưởng, các phương pháp điều trị bao gồm điều trị ngoại khoa và điều trị nội khoa.Nếu là bướu cổ có cường giáp thì điều trị phụ thuộc vào từng cá thể. Mục tiêu điều trị nhằm điều chỉnh hormone tuyến giáp ổn định tránh các biến chứng nguy hiểm xảy ra. Có 3 phương pháp điều trị bao gồm điều trị nội khoa, điều trị ngoại khoa, điều trị bằng phóng xạ."
Nữ giới nổi cục ở nách nguyên nhân là gì?,swollen_blood_vessels,Vùng nách ngoài hạch bạch huyết thường xuất hiện viêm tuyến bã dưới da. Bạn nên đến bệnh viện thăm khám để được chẩn đoán và điều trị.
"Đau tức ngực, ho, mệt mỏi là dấu hiệu của bệnh gì?","fatigue, malaise","Thường xuyên đau tức ngực, ho và mệt mỏi có thể là biểu hiện của các bệnh lý vùng lồng ngực. Nhưng để chẩn đoán được bác sĩ cần phải hỏi thêm thông tin và khám bệnh lâm sàng, có thể bạn cần làm các xét nghiệm để tìm ra nguyên nhân gây bệnh. Bạn nên đăng ký khám chuyên khoa Hô hấp tại bệnh viện quốc tế Vinmec để được bác sĩ chuyên khoa tư vấn cụ thể."
"Nổi hạch mềm ở cổ, di động được có sao không?",swollen_blood_vessels,"Theo thông tin tin bạn cung cấp, các hạch cổ của bạn nghĩ là hạch viêm vì mềm, di động và teo nhỏ sau khi điều trị. Thông thường, hạch viêm là phản ứng bảo vệ cơ thể và hạch thường mất đi sau khi hết viêm nhiễm. Một số trường hợp viêm nhiễm mạn tính, hạch viêm trở nên xơ hóa, có thể sờ thấy dù đã hết viêm nhiễm."
"Môi dưới tiếp xúc với răng lợi lúc có cảm giác nóng rát, khó chịu là bệnh gì?",malaise,"!Với câu hỏi “Môi dưới tiếp xúc với răng lợi lúc có cảm giác nóng rát, khó chịu là bệnh gì?” Bác sĩ khuyên bạn nên đi khám chuyên khoa Răng - Hàm - Mặt để được chẩn đoán cụ thể, bởi có nhiều nguyên nhân gây nên tình trạng này như: Viêm niêm mạc môi dưới, kích ứng với thức ăn, khô miệng. . ."
Tôi bị ung thư tuyến giáp đã mổ cách đây hơn 7 năm. Trong quá trình điều trị tôi bị rối loạn thần kinh tim và nhịp tim phải uống thuốc chèn beta. Bây giờ thỉnh thoảng vẫn bị đau ngực nhưng bác sĩ nói không sao. Tôi có uống nghệ mật ong và 1 số thuốc thì gây mêt. Vậy tôi có chích ngừa vaccine Covid-19 được không?,chest_pain,"Theo hướng dẫn của Bộ Y tế, những người có bệnh mạn tính trong giai đoạn ổn định thì vẫn được tiêm vaccine Covid-19. Tuy nhiên, trường hợp của chị có tiền sử ung thư tuyến giáp, rối loạn thần kinh tim và nhịp tim trong thời gian điều trị nên chị cần cẩn trọng khi tiêm vaccine Covid-19, vì vậy nên được khám tiêm tại bệnh viện để bác sĩ đánh giá tình trạng bệnh ung thư tuyến giáp và các chỉ số về sinh hiệu để được cân nhắc cho chỉ định ngay hoặc hoãn tiêm."
"Trẻ sơ sinh 7 tháng tuổi hay khò khè, nghẹt mũi và có dấu hiệu rút lõm lồng ngực có nguy hiểm không?",congestion,"Qua thông tin bạn cung cấp thì khi hít vào bé có dấu hiệu rút lõm lồng ngực, hút mũi không có dịch, kèm theo khó tiêu hóa sữa (bột)."
"Tôi năm 36 tuổi, mang thai 32 tuần bị tiền sản giật liệt nửa người bên trái. Tôi đã phẫu thuật đưa con gái ra ngoài tại bệnh viện và xuất viện về nhà nuôi lớn khỏe mạnh.Tôi được bệnh viện chữa trị, bị vỡ mạch máu và liệt nửa người được phẫu thuật hai lần kẹp stent hai bên thái dương. Hai lần phẫu thuật cách nhau 15 ngày, tôi ở trong viện 50 ngày xuất viện về thì tay trái cầm nắm được, chân trái đi lại chậm và yếu. Sau đó tôi châm cứu, tập vật lý trị liệu và đi làm sau 5 tháng nhưng nữa người bên trái yếu phải tập vật lý trị liệu mỗi ngày mới đi khỏe được.Tôi ly dị năm 2013 đến giờ và đi làm nuôi con. Tôi là kinh tế chính trong nhà nuôi 2 con đang tuổi ăn học. Hiện tôi bị cao huyết áp trong 3 năm nay, mỗi ngày uống 2 viên thuốc. Tôi làm việc kế toán trong văn phòng, cũng cần tiêm vaccine để an toàn khi đi làm nhưng đang rất lo lắng vì từng bị tai biến do thai kỳ có huyết khối tĩnh mạch và hiện chân trái tôi máu huyết lưu thông kém thường sưng phù nề nặng nhức. Tôi uống thêm thực phẩm chức năng thì chân tay trái khỏe hơn.Xin bác sĩ tư vấn cho tôi có nên tiêm vaccine Covid-19 không? Cơ thể tôi có chịu nổi nếu tiêm vaccine. Tôi nuôi hai con nên sinh mạng tôi rất quan trọng với các con.",swollen_blood_vessels,"Đối với trường hợp của chị, bác sĩ cần chị cung cấp thêm về tình trạng kiểm soát huyết áp với liều thuốc chị đang dùng. Vì theo hướng dẫn của Bộ Y tế, chị cần phải được khám sàng lọc kỹ trong bệnh viện, cần đánh giá thêm về huyết động để có hướng dẫn và chỉ định tiêm chủng phù hợp. Sau khi tiêm vaccine Covid-19, phản ứng phụ nghiêm trọng của vaccine có thể gặp là huyết khối giảm tiểu cầu (tuy rất hiếm), điều này có thể nặng hơn đối với người có tiền sử bệnh lý huyết khối đang mắc. Ngoài ra, bác sĩ phải đánh giá tình trạng dùng thuốc chống đông đang sử dụng (nếu có). . . Do đó, nếu sau khi khám sàng lọc và đánh giá sinh hiệu chị ổn định và được tiêm chủng vaccine Covid-19. Chị cần theo dõi chặt chẽ các triệu chứng của huyết khối sau tiêm chủng 28 ngày. Nếu chị gặp bất kỳ triệu chứng nào như đau đầu dữ dội, không đáp ứng với thuốc, dấu hiệu thần kinh khu trú, nhìn mờ, nhìn đôi, đau tức ngực, khó thở, đau bụng dữ dội, phù chi, bầm máu. . . chị cần đến ngay bệnh viện để được xử trí sớm."
"Tôi mới mổ sửa van tim và đốt rung nhĩ được một tháng 15 ngày, cao huyết áp từ lâu. Tôi có thể tiêm vaccine Covid-19 không?",shivering,"Trường hợp cao huyết áp của anh/chị nếu đã ổn định có thể chỉ định tiêm ngừa vaccineCovid-19. Còn vấn đề mổ van tim và đốt rung nhĩ cần phải được đánh giá thêm bởi bác sĩ điều trị xem bệnh đã thật sự ổn định chưa, hiện có đang sử dụng thuốc (bệnh thật sự ổn định tức là bác không có điều trị cấp cứu hay điều chỉnh thuốc do bệnh cấp/nặng hơn trong 3 tháng qua). Vì vậy anh/chị nên được khám sàng lọc tại bệnh viện nơi có đủ điều kiện xử trí cấp cứu ban đầu. Trước tiêm chủng, bác sĩ khám sàng lọc sẽ trực tiếp khám và đánh giá tình trạng sức khỏe của bác, có thể cần hội chẩn với bác sĩ điều trị trước khi chỉ định tiêm chủng vaccine Covid-19."
